Tree_Name;Path_ID;Point_Order;Node_ID;X;Y;Label;Type;Is_Node;Samples;Branch_Size;Is_Leaf;Feature;Operator;Threshold;True_Label;False_Label;Samples_Node;Value_Edible;Value_Poisonous;Probability_Edible;Probability_Poisonous;Predicted_Class
Tree 3;Tree 3_E_11;1;12;0.5798559774917955;2.083061210509905;;Edge;0;125;5.095986772893897;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;2;12;0.577841099531612;2.187679283602013;;Edge;0;125;4.759546940557433;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;3;12;0.5762913996050064;2.292297356694121;;Edge;0;125;4.423107108220969;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;4;12;0.5753684323476217;2.396915429786229;;Edge;0;125;4.086667275884505;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;5;12;0.5751581591856034;2.501533502878337;;Edge;0;125;3.75022744354804;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;6;12;0.5756605801189518;2.6061515759704452;;Edge;0;125;3.413787611211576;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;7;12;0.5767897337215211;2.710769649062553;;Edge;0;125;3.077347778875112;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;8;12;0.5783840653576681;2.815387722154661;;Edge;0;125;2.740907946538648;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_11;9;12;0.5802259130556039;2.920005795246769;YES;YES;1;125;2.4044681142021833;1.0;;;;;;125.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_12;0;11;0.5821183715137677;1.978443137417797;veil-color: w;Split;1;1120;5.432426605230361;0.0;veil-color_w;<=;0.5;Yes;No;1245.0;0.4445559458103362;0.5554440541896638;0.4445559458103362;0.5554440541896638;Poisonous
Tree 3;Tree 3_E_12;1;13;0.5960402859891748;2.0897609939253874;;Edge;0;1120;5.40704929300415;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;2;13;0.6097146844027932;2.201078850432978;;Edge;0;1120;5.381671980777937;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;3;13;0.6229239047828338;2.3123967069405684;;Edge;0;1120;5.356294668551725;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;4;13;0.6355063924936535;2.423714563448159;;Edge;0;1120;5.3309173563255134;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;5;13;0.6473761861091065;2.5350324199557495;;Edge;0;1120;5.305540044099301;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;6;13;0.6585332856291931;2.64635027646334;;Edge;0;1120;5.280162731873089;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;7;13;0.6690636524800588;2.7576681329709305;;Edge;0;1120;5.254785419646877;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;8;13;0.6791288412973467;2.868985989478521;;Edge;0;1120;5.229408107420665;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_12;9;13;0.6889465140528459;2.9803038459861115;ring-number: t;Split;1;1120;5.204030795194453;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_13;0;13;0.6889465140528459;2.9803038459861115;ring-number: t;Split;1;1029;5.204030795194453;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_13;1;14;0.6821860284271123;3.1013630738595137;;Edge;0;1029;5.18465230386231;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;2;14;0.6756730588631673;3.222422301732916;;Edge;0;1029;5.165273812530168;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;3;14;0.6696252673328003;3.343481529606318;;Edge;0;1029;5.145895321198026;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;4;14;0.664204208471654;3.4645407574797202;;Edge;0;1029;5.126516829865883;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;5;14;0.6594958437058743;3.585599985353123;;Edge;0;1029;5.1071383385337406;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;6;14;0.6555001730354612;3.7066592132265246;;Edge;0;1029;5.087759847201598;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;7;14;0.652131235034269;3.827718441099927;;Edge;0;1029;5.068381355869456;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;8;14;0.6492274750666545;3.9487776689733294;;Edge;0;1029;5.0490028645373135;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_13;9;14;0.6465712311608288;4.0698368968467316;NO;NO;1;1029;5.029624373205171;1.0;;;;;;1029.0;0.33393501805054154;0.6660649819494585;0.33393501805054154;0.6660649819494585;Poisonous
Tree 3;Tree 3_E_14;0;13;0.6889465140528459;2.9803038459861115;ring-number: t;Split;1;91;5.204030795194453;0.0;ring-number_t;<=;0.5;Yes;No;1120.0;0.38568257491675917;0.6143174250832408;0.38568257491675917;0.6143174250832408;Poisonous
Tree 3;Tree 3_E_14;1;15;0.6954428116819835;3.0997935349056225;;Edge;0;91;4.8700643901462;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;2;15;0.7016915932493325;3.2192832238251334;;Edge;0;91;4.536097985097947;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;3;15;0.7074751967831036;3.3387729127446444;;Edge;0;91;4.202131580049694;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;4;15;0.7126320676476539;3.4582626016641553;;Edge;0;91;3.868165175001441;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;5;15;0.7170762444168375;3.577752290583666;;Edge;0;91;3.5341987699531874;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;6;15;0.7208077270906547;3.697241979503177;;Edge;0;91;3.200232364904935;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;7;15;0.7239124770952509;3.8167316684226877;;Edge;0;91;2.866265959856682;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;8;15;0.7265520490662694;3.9362213573421987;;Edge;0;91;2.532299554808429;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_14;9;15;0.728944104975499;4.05571104626171;YES;YES;1;91;2.1983331497601757;1.0;;;;;;91.0;1.0;0.0;1.0;0.0;Edible
Tree 3;Tree 3_E_15;0;10;0.7758347386194956;1.0688773293169844;bruises: t;Split;1;2049;8.209724584183359;0.0;bruises_t;<=;0.5;Yes;No;3294.0;0.7004748338081671;0.29952516619183284;0.7004748338081671;0.29952516619183284;Edible
Tree 3;Tree 3_E_15;1;16;0.7880963876667146;1.167767991985685;;Edge;0;2049;8.040452404190447;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;2;16;0.800110520652145;1.2666586546543857;;Edge;0;2049;7.871180224197536;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;3;16;0.8116594756039975;1.3655493173230862;;Edge;0;2049;7.7019080442046235;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;4;16;0.8225816978866292;1.4644399799917869;;Edge;0;2049;7.532635864211712;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;5;16;0.8327912260738943;1.5633306426604874;;Edge;0;2049;7.3633636842188;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;6;16;0.8422880601657928;1.6622213053291879;;Edge;0;2049;7.194091504225889;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;7;16;0.8511581615884705;1.7611119679978886;;Edge;0;2049;7.024819324232977;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;8;16;0.8595630849775704;1.8600026306665893;;Edge;0;2049;6.855547144240065;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_15;9;16;0.8677204923048815;1.9588932933352898;odor: n;Split;1;2049;6.686274964247153;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_16;0;16;0.8677204923048815;1.9588932933352898;odor: n;Split;1;758;6.686274964247153;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_16;1;17;0.8577235749238863;2.0660262854576663;;Edge;0;758;6.4387476866551;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;2;17;0.8479741736046797;2.1731592775800426;;Edge;0;758;6.191220409063047;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;3;17;0.8386899503190511;2.2802922697024193;;Edge;0;758;5.943693131470993;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;4;17;0.8300324597026433;2.3874252618247955;;Edge;0;758;5.69616585387894;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;5;17;0.8220876631816021;2.4945582539471722;;Edge;0;758;5.4486385762868865;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;6;17;0.8148555607559274;2.6016912460695485;;Edge;0;758;5.201111298694833;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;7;17;0.8082501909994736;2.7088242381919247;;Edge;0;758;4.95358402110278;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;8;17;0.8021099992765977;2.815957230314301;;Edge;0;758;4.706056743510726;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_16;9;17;0.7962173236155103;2.9230902224366777;spore-print-color: h;Split;1;758;4.458529465918673;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_17;0;17;0.7962173236155103;2.9230902224366777;spore-print-color: h;Split;1;662;4.458529465918673;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_17;1;18;0.7937247293651519;3.0429073454293962;;Edge;0;662;4.433371531754863;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;2;18;0.7914796511765821;3.1627244684221147;;Edge;0;662;4.408213597591054;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;3;18;0.7896997510215903;3.2825415914148333;;Edge;0;662;4.3830556634272435;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;4;18;0.7885465835358193;3.4023587144075513;;Edge;0;662;4.357897729263434;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;5;18;0.7881061101454148;3.52217583740027;;Edge;0;662;4.3327397950996245;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;6;18;0.7883783308503769;3.6419929603929884;;Edge;0;662;4.307581860935815;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;7;18;0.7892772842245599;3.761810083385707;;Edge;0;662;4.282423926772005;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;8;18;0.7906414156323206;3.8816272063784254;;Edge;0;662;4.257265992608195;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_17;9;18;0.7922530631018702;4.001444329371144;YES;YES;1;662;4.2321080584443855;1.0;;;;;;662.0;0.7679924242424242;0.23200757575757575;0.7679924242424242;0.23200757575757575;Edible
Tree 3;Tree 3_E_18;0;17;0.7962173236155103;2.9230902224366777;spore-print-color: h;Split;1;96;4.458529465918673;0.0;spore-print-color_h;<=;0.5;Yes;No;758.0;0.6730290456431536;0.3269709543568465;0.6730290456431536;0.3269709543568465;Edible
Tree 3;Tree 3_E_18;1;19;0.8030764320557797;3.0513751553119355;;Edge;0;96;4.211005546140203;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;2;19;0.8096880244342604;3.1796600881871933;;Edge;0;96;3.9634816263617334;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;3;19;0.8158344387791632;3.307945021062451;;Edge;0;96;3.7159577065832634;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;4;19;0.8213541204548451;3.4362299539377084;;Edge;0;96;3.468433786804794;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;5;19;0.8261611080351604;3.564514886812966;;Edge;0;96;3.2209098670263234;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;6;19;0.8302554015201092;3.692799819688224;;Edge;0;96;2.973385947247854;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;7;19;0.8337229623358372;3.8210847525634817;;Edge;0;96;2.7258620274693843;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;8;19;0.8367253451179874;3.9493696854387395;;Edge;0;96;2.4783381076909143;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_18;9;19;0.8394802118383488;4.077654618313997;NO;NO;1;96;2.2308141879124443;1.0;;;;;;96.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_19;0;16;0.8677204923048815;1.9588932933352898;odor: n;Split;1;1291;6.686274964247153;0.0;odor_n;<=;0.5;Yes;No;2049.0;0.8563569682151589;0.14364303178484109;0.8563569682151589;0.14364303178484109;Edible
Tree 3;Tree 3_E_19;1;20;0.8761510318737256;2.078860945447592;;Edge;0;1291;6.555974200433667;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;2;20;0.8843340553807809;2.198828597559894;;Edge;0;1291;6.4256734366201815;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;3;20;0.8920519008542583;2.318796249672196;;Edge;0;1291;6.295372672806695;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;4;20;0.899143013658515;2.438763901784498;;Edge;0;1291;6.16507190899321;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;5;20;0.9055214323674051;2.5587315538968003;;Edge;0;1291;6.0347711451797235;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;6;20;0.9111871569809287;2.678699206009102;;Edge;0;1291;5.904470381366238;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;7;20;0.9162261489252312;2.798666858121404;;Edge;0;1291;5.774169617552752;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;8;20;0.9207999628359561;2.918634510233706;;Edge;0;1291;5.643868853739265;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_19;9;20;0.9251262606848922;3.038602162346008;spore-print-color: r;Split;1;1291;5.51356808992578;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_20;0;20;0.9251262606848922;3.038602162346008;spore-print-color: r;Split;1;1247;5.51356808992578;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_20;1;21;0.9222265988867981;3.1390077575652855;;Edge;0;1247;5.504947786444904;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;2;21;0.9195744531504928;3.2394133527845623;;Edge;0;1247;5.496327482964028;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;3;21;0.9173874854477653;3.3398189480038396;;Edge;0;1247;5.487707179483152;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;4;21;0.9158272504142586;3.4402245432231164;;Edge;0;1247;5.479086876002277;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;5;21;0.9149797094761184;3.5406301384423937;;Edge;0;1247;5.4704665725214;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;6;21;0.9148448626333449;3.6410357336616705;;Edge;0;1247;5.4618462690405245;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;7;21;0.9153367484597922;3.741441328880948;;Edge;0;1247;5.453225965559649;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;8;21;0.9162938123198173;3.8418469241002247;;Edge;0;1247;5.444605662078772;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_20;9;21;0.9174983922416312;3.942252519319502;YES;YES;1;1247;5.435985358597897;1.0;;;;;;1247.0;0.9964964964964965;0.0035035035035035035;0.9964964964964965;0.0035035035035035035;Edible
Tree 3;Tree 3_E_21;0;20;0.9251262606848922;3.038602162346008;spore-print-color: r;Split;1;44;5.51356808992578;0.0;spore-print-color_r;<=;0.5;Yes;No;1291.0;0.9632317368166424;0.036768263183357526;0.9632317368166424;0.036768263183357526;Edible
Tree 3;Tree 3_E_21;1;22;0.9313031325093731;3.1378260840975294;;Edge;0;44;5.104645540411541;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;2;22;0.9372324882720653;3.2370500058490506;;Edge;0;44;4.695722990897301;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;3;22;0.9426966660011796;3.336273927600572;;Edge;0;44;4.286800441383062;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;4;22;0.9475341110610731;3.4354978493520933;;Edge;0;44;3.877877891868823;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;5;22;0.9516588620256001;3.5347217711036145;;Edge;0;44;3.468955342354583;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;6;22;0.9550709188947605;3.6339456928551357;;Edge;0;44;3.060032792840344;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;7;22;0.9578562430947;3.733169614606657;;Edge;0;44;2.651110243326105;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;8;22;0.9601763892610616;3.8323935363581785;;Edge;0;44;2.2421876938118657;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 3;Tree 3_E_21;9;22;0.9622490193656346;3.9316174581096996;NO;NO;1;44;1.8332651442976262;1.0;;;;;;44.0;0.0;1.0;0.0;1.0;Poisonous
Tree 4;Tree 4_TRUNK;0;-1;0.5;-0.92;;Trunk;0;5167;11.0;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;1;-1;0.5065082560867634;-0.7771428571428571;;Trunk;0;5167;10.714285714285714;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;2;-1;0.5117274722370204;-0.6342857142857143;;Trunk;0;5167;10.428571428571429;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;3;-1;0.5146239186827274;-0.4914285714285715;;Trunk;0;5167;10.142857142857142;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;4;-1;0.5146239186827274;-0.34857142857142864;;Trunk;0;5167;9.857142857142858;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;5;-1;0.5117274722370204;-0.20571428571428574;;Trunk;0;5167;9.571428571428571;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;6;-1;0.5065082560867634;-0.06285714285714294;;Trunk;0;5167;9.285714285714286;;;;;;;;;;;;
Tree 4;Tree 4_TRUNK;7;-1;0.5;0.07999999999999996;;Trunk;0;5167;9.0;;;;;;;;;;;;
Tree 4;Tree 4_E_0;0;0;0.5;0.08;stalk-surface-below-ring: k;Split;1;3704;10.0;0.0;stalk-surface-below-ring_k;<=;0.5;Yes;No;5167.0;0.5129246676514032;0.48707533234859673;0.5129246676514032;0.48707533234859673;Edible
Tree 4;Tree 4_E_0;1;1;0.4784279512933243;0.1845142225114015;;Edge;0;3704;9.846674067731632;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;2;1;0.4571034186484374;0.289028445022803;;Edge;0;3704;9.693348135463264;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;3;1;0.43624406403712823;0.3935426675342045;;Edge;0;3704;9.540022203194896;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;4;1;0.41601144209503993;0.49805689004560605;;Edge;0;3704;9.386696270926528;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;5;1;0.39649151424831824;0.6025711125570076;;Edge;0;3704;9.233370338658158;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;6;1;0.3776842804969632;0.707085335068409;;Edge;0;3704;9.08004440638979;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;7;1;0.3595037794148289;0.8115995575798104;;Edge;0;3704;8.926718474121422;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
Tree 4;Tree 4_E_0;8;1;0.3417884563662724;0.916113780091212;;Edge;0;3704;8.773392541853054;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;3704.0;0.6953300017232465;0.3046699982767534;0.6953300017232465;0.3046699982767534;Edible
