Mushroom_ID;Original_Index;Tree_Name;Node_ID;Path_Step;Is_On_Path;Is_Final_Leaf_For_Mushroom;Tree_Vote;Decision_Direction;Decision_Value;Next_Node_ID
M12;35;Tree 7;2;2;1;0;Poisonous;True;False;3
M12;35;Tree 7;3;3;1;0;Poisonous;True;False;4
M12;35;Tree 7;4;4;1;1;Poisonous;;;
M12;35;Tree 8;0;0;1;0;Edible;True;False;1
M12;35;Tree 8;1;1;1;0;Edible;False;True;3
M12;35;Tree 8;3;2;1;0;Edible;True;False;4
M12;35;Tree 8;4;3;1;0;Edible;False;True;6
M12;35;Tree 8;6;4;1;1;Edible;;;
M12;35;Tree 9;0;0;1;0;Edible;False;True;14
M12;35;Tree 9;14;1;1;0;Edible;True;False;15
M12;35;Tree 9;15;2;1;0;Edible;True;False;16
M12;35;Tree 9;16;3;1;0;Edible;False;True;18
M12;35;Tree 9;18;4;1;1;Edible;;;
M13;75;Tree 1;0;0;1;0;Edible;True;False;1
M13;75;Tree 1;1;1;1;0;Edible;True;False;2
M13;75;Tree 1;2;2;1;0;Edible;True;False;3
M13;75;Tree 1;3;3;1;0;Edible;True;False;4
M13;75;Tree 1;4;4;1;1;Edible;;;
M13;75;Tree 2;0;0;1;0;Poisonous;True;False;1
M13;75;Tree 2;1;1;1;0;Poisonous;False;True;9
M13;75;Tree 2;9;2;1;0;Poisonous;True;False;10
M13;75;Tree 2;10;3;1;0;Poisonous;True;False;11
M13;75;Tree 2;11;4;1;1;Poisonous;;;
M13;75;Tree 3;0;0;1;0;Edible;False;True;10
M13;75;Tree 3;10;1;1;0;Edible;True;False;11
M13;75;Tree 3;11;2;1;0;Edible;False;True;15
M13;75;Tree 3;15;3;1;0;Edible;True;False;16
M13;75;Tree 3;16;4;1;1;Edible;;;
M13;75;Tree 4;0;0;1;0;Poisonous;True;False;1
M13;75;Tree 4;1;1;1;0;Poisonous;True;False;2
M13;75;Tree 4;2;2;1;0;Poisonous;True;False;3
M13;75;Tree 4;3;3;1;0;Poisonous;False;True;5
M13;75;Tree 4;5;4;1;1;Poisonous;;;
M13;75;Tree 5;0;0;1;0;Edible;False;True;14
M13;75;Tree 5;14;1;1;0;Edible;False;True;20
M13;75;Tree 5;20;2;1;0;Edible;False;True;24
M13;75;Tree 5;24;3;1;0;Edible;False;True;26
M13;75;Tree 5;26;4;1;1;Edible;;;
M13;75;Tree 6;0;0;1;0;Poisonous;True;False;1
M13;75;Tree 6;1;1;1;0;Poisonous;False;True;7
M13;75;Tree 6;7;2;1;0;Poisonous;True;False;8
M13;75;Tree 6;8;3;1;0;Poisonous;False;True;10
M13;75;Tree 6;10;4;1;1;Poisonous;;;
M13;75;Tree 7;0;0;1;0;Poisonous;True;False;1
M13;75;Tree 7;1;1;1;0;Poisonous;True;False;2
M13;75;Tree 7;2;2;1;0;Poisonous;True;False;3
M13;75;Tree 7;3;3;1;0;Poisonous;True;False;4
M13;75;Tree 7;4;4;1;1;Poisonous;;;
M13;75;Tree 8;0;0;1;0;Edible;True;False;1
M13;75;Tree 8;1;1;1;0;Edible;False;True;3
M13;75;Tree 8;3;2;1;0;Edible;True;False;4
M13;75;Tree 8;4;3;1;0;Edible;False;True;6
M13;75;Tree 8;6;4;1;1;Edible;;;
M13;75;Tree 9;0;0;1;0;Edible;False;True;14
M13;75;Tree 9;14;1;1;0;Edible;True;False;15
M13;75;Tree 9;15;2;1;0;Edible;True;False;16
M13;75;Tree 9;16;3;1;0;Edible;False;True;18
M13;75;Tree 9;18;4;1;1;Edible;;;
M14;60;Tree 1;0;0;1;0;Edible;True;False;1
M14;60;Tree 1;1;1;1;0;Edible;True;False;2
M14;60;Tree 1;2;2;1;0;Edible;True;False;3
M14;60;Tree 1;3;3;1;0;Edible;True;False;4
M14;60;Tree 1;4;4;1;1;Edible;;;
M14;60;Tree 2;0;0;1;0;Poisonous;True;False;1
M14;60;Tree 2;1;1;1;0;Poisonous;False;True;9
M14;60;Tree 2;9;2;1;0;Poisonous;True;False;10
M14;60;Tree 2;10;3;1;0;Poisonous;True;False;11
M14;60;Tree 2;11;4;1;1;Poisonous;;;
M14;60;Tree 3;0;0;1;0;Edible;False;True;10
M14;60;Tree 3;10;1;1;0;Edible;False;True;18
M14;60;Tree 3;18;2;1;0;Edible;True;False;19
M14;60;Tree 3;19;3;1;1;Edible;;;
M14;60;Tree 4;0;0;1;0;Poisonous;True;False;1
M14;60;Tree 4;1;1;1;0;Poisonous;True;False;2
M14;60;Tree 4;2;2;1;0;Poisonous;True;False;3
M14;60;Tree 4;3;3;1;0;Poisonous;False;True;5
M14;60;Tree 4;5;4;1;1;Poisonous;;;
M14;60;Tree 5;0;0;1;0;Poisonous;False;True;14
M14;60;Tree 5;14;1;1;0;Poisonous;False;True;20
M14;60;Tree 5;20;2;1;0;Poisonous;True;False;21
M14;60;Tree 5;21;3;1;0;Poisonous;True;False;22
M14;60;Tree 5;22;4;1;1;Poisonous;;;
M14;60;Tree 6;0;0;1;0;Edible;False;True;12
M14;60;Tree 6;12;1;1;0;Edible;True;False;13
M14;60;Tree 6;13;2;1;0;Edible;False;True;17
M14;60;Tree 6;17;3;1;0;Edible;True;False;18
M14;60;Tree 6;18;4;1;1;Edible;;;
M14;60;Tree 7;0;0;1;0;Edible;False;True;10
M14;60;Tree 7;10;1;1;0;Edible;True;False;11
M14;60;Tree 7;11;2;1;0;Edible;True;False;12
M14;60;Tree 7;12;3;1;0;Edible;False;True;14
M14;60;Tree 7;14;4;1;1;Edible;;;
M14;60;Tree 8;0;0;1;0;Poisonous;False;True;8
M14;60;Tree 8;8;1;1;0;Poisonous;True;False;9
M14;60;Tree 8;9;2;1;0;Poisonous;True;False;10
M14;60;Tree 8;10;3;1;0;Poisonous;True;False;11
M14;60;Tree 8;11;4;1;1;Poisonous;;;
M14;60;Tree 9;0;0;1;0;Edible;False;True;14
M14;60;Tree 9;14;1;1;0;Edible;False;True;20
M14;60;Tree 9;20;2;1;1;Edible;;;
M15;182;Tree 1;0;0;1;0;Edible;True;False;1
M15;182;Tree 1;1;1;1;0;Edible;True;False;2
M15;182;Tree 1;2;2;1;0;Edible;True;False;3
M15;182;Tree 1;3;3;1;0;Edible;True;False;4
M15;182;Tree 1;4;4;1;1;Edible;;;
M15;182;Tree 2;0;0;1;0;Poisonous;True;False;1
M15;182;Tree 2;1;1;1;0;Poisonous;False;True;9
M15;182;Tree 2;9;2;1;0;Poisonous;True;False;10
M15;182;Tree 2;10;3;1;0;Poisonous;True;False;11
M15;182;Tree 2;11;4;1;1;Poisonous;;;
M15;182;Tree 3;0;0;1;0;Edible;False;True;10
M15;182;Tree 3;10;1;1;0;Edible;False;True;18
M15;182;Tree 3;18;2;1;0;Edible;True;False;19
M15;182;Tree 3;19;3;1;1;Edible;;;
M15;182;Tree 4;0;0;1;0;Poisonous;True;False;1
M15;182;Tree 4;1;1;1;0;Poisonous;True;False;2
M15;182;Tree 4;2;2;1;0;Poisonous;True;False;3
M15;182;Tree 4;3;3;1;0;Poisonous;False;True;5
M15;182;Tree 4;5;4;1;1;Poisonous;;;
M15;182;Tree 5;0;0;1;0;Poisonous;False;True;14
M15;182;Tree 5;14;1;1;0;Poisonous;False;True;20
M15;182;Tree 5;20;2;1;0;Poisonous;True;False;21
M15;182;Tree 5;21;3;1;0;Poisonous;True;False;22
M15;182;Tree 5;22;4;1;1;Poisonous;;;
M15;182;Tree 6;0;0;1;0;Edible;False;True;12
M15;182;Tree 6;12;1;1;0;Edible;True;False;13
M15;182;Tree 6;13;2;1;0;Edible;False;True;17
M15;182;Tree 6;17;3;1;0;Edible;True;False;18
M15;182;Tree 6;18;4;1;1;Edible;;;
M15;182;Tree 7;0;0;1;0;Edible;False;True;10
M15;182;Tree 7;10;1;1;0;Edible;True;False;11
M15;182;Tree 7;11;2;1;0;Edible;True;False;12
M15;182;Tree 7;12;3;1;0;Edible;True;False;13
M15;182;Tree 7;13;4;1;1;Edible;;;
M15;182;Tree 8;0;0;1;0;Poisonous;False;True;8
M15;182;Tree 8;8;1;1;0;Poisonous;True;False;9
M15;182;Tree 8;9;2;1;0;Poisonous;True;False;10
M15;182;Tree 8;10;3;1;0;Poisonous;True;False;11
M15;182;Tree 8;11;4;1;1;Poisonous;;;
M15;182;Tree 9;0;0;1;0;Poisonous;True;False;1
M15;182;Tree 9;1;1;1;0;Poisonous;False;True;7
M15;182;Tree 9;7;2;1;0;Poisonous;False;True;11
M15;182;Tree 9;11;3;1;0;Poisonous;True;False;12
M15;182;Tree 9;12;4;1;1;Poisonous;;;
